GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "38000","North Dakota",4,SAIRPD,1,"...","Implicit regional price deflator","Index",81.910,84.086,87.042,88.791,93.810,94.383,96.153,95.672,95.460,95.451,100.246,101.374,102.372
 "39000","Ohio",3,SAIRPD,1,"...","Implicit regional price deflator","Index",87.264,87.903,89.447,90.710,93.150,94.519,95.878,95.274,96.460,97.549,100.613,102.477,101.981
 "40000","Oklahoma",6,SAIRPD,1,"...","Implicit regional price deflator","Index",85.712,84.560,87.703,90.398,92.261,93.667,95.255,94.933,95.939,97.209,98.576,99.422,101.572
 "41000","Oregon",8,SAIRPD,1,"...","Implicit regional price deflator","Index",92.061,93.955,94.621,97.544,100.435,101.118,101.811,103.312,103.306,107.146,112.468,113.761,114.141
 "42000","Pennsylvania",2,SAIRPD,1,"...","Implicit regional price deflator","Index",93.440,93.401,94.796,96.616,98.118,99.183,100.127,101.344,101.875,104.972,106.225,107.625,108.516
 "44000","Rhode Island",1,SAIRPD,1,"...","Implicit regional price deflator","Index",96.250,96.569,96.451,98.533,99.203,102.349,102.270,104.037,104.907,107.040,109.723,111.668,113.276
 "45000","South Carolina",5,SAIRPD,1,"...","Implicit regional price deflator","Index",87.433,86.322,89.387,92.208,93.414,95.100,96.247,96.661,98.338,99.170,100.497,101.217,101.934
 "46000","South Dakota",4,SAIRPD,1,"...","Implicit regional price deflator","Index",81.102,82.054,84.980,86.354,91.182,91.396,93.103,91.959,92.965,94.068,98.851,101.429,101.790
 "47000","Tennessee",5,SAIRPD,1,"...","Implicit regional price deflator","Index",86.826,85.444,88.857,91.647,93.843,94.818,95.875,96.032,98.199,99.205,97.812,101.039,102.493
 "48000","Texas",6,SAIRPD,1,"...","Implicit regional price deflator","Index",91.978,91.547,93.935,95.664,98.086,99.825,101.601,101.971,102.519,103.803,106.538,108.938,110.715
 "49000","Utah",7,SAIRPD,1,"...","Implicit regional price deflator","Index",91.873,94.069,93.481,97.806,99.301,99.898,100.555,100.689,100.639,104.834,104.167,107.071,106.021
 "50000","Vermont",1,SAIRPD,1,"...","Implicit regional price deflator","Index",95.291,94.783,94.953,96.895,99.373,101.243,101.144,103.199,103.618,106.728,107.946,108.816,110.499
 "51000","Virginia",5,SAIRPD,1,"...","Implicit regional price deflator","Index",97.414,96.481,99.546,101.594,102.640,105.032,106.607,106.994,107.296,107.496,110.661,110.200,112.313
 "53000","Washington",8,SAIRPD,1,"...","Implicit regional price deflator","Index",98.075,98.294,97.765,100.858,102.442,103.489,106.295,106.632,109.164,113.526,115.464,117.754,119.410
 "54000","West Virginia",5,SAIRPD,1,"...","Implicit regional price deflator","Index",83.143,81.778,85.520,87.808,89.157,91.189,92.941,93.841,94.235,94.455,96.836,97.064,97.833
 "55000","Wisconsin",3,SAIRPD,1,"...","Implicit regional price deflator","Index",88.040,88.514,90.619,92.179,94.206,95.291,96.922,96.415,97.459,98.863,101.969,103.860,103.648
 "56000","Wyoming",7,SAIRPD,1,"...","Implicit regional price deflator","Index",90.521,91.160,91.682,95.685,97.147,98.028,100.618,100.912,101.796,103.366,101.307,102.693,102.612
"Note: See the included footnote file."
"SAIRPD: Implicit Regional Price Deflators by state "
"Last updated: December 14, 2021-- new statistics for 2020; revised statistics for 2008-2019."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
