GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "53000","Washington",8,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",296308.3,282495.7,292532.4,299935.6,319364.0,322942.6,338857.0,358067.0,368814.6,376366.7,394262.5,408255.0,433804.2
 "54000","West Virginia",5,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",70029.2,71763.3,71143.8,73250.4,74017.8,72005.2,73012.1,73846.3,72980.6,75764.1,77386.7,78753.6,82331.9
 "55000","Wisconsin",3,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",250486.5,244880.9,246424.8,255777.0,261757.1,260444.6,266920.4,280213.6,282116.3,288413.1,292608.0,297320.8,313787.8
 "56000","Wyoming",7,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",30037.3,27405.0,28759.4,30128.1,32161.2,31911.3,33389.4,33514.3,31411.1,31920.4,34316.8,34559.8,35209.1
 "00000","United States", ,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43495,41841,42497,43581,44614,44294,45698,47414,47828,48855,49943,50988,53504
 "01000","Alabama",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",39705,39335,39135,39414,39540,39394,39982,41926,41735,42773,44518,45007,46963
 "02000","Alaska",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",47820,46890,50025,51032,51961,50862,52621,53609,51605,51117,52670,54414,55470
 "04000","Arizona",6,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",36905,34442,35178,36140,36908,36751,37929,39329,39489,40734,41760,42413,45193
 "05000","Arkansas",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",38522,38304,37818,38704,40635,40098,41842,43089,43608,44413,45490,46168,47765
 "06000","California",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",42050,40637,41777,43028,44455,44305,46114,48575,50231,50752,51510,53513,57347
 "08000","Colorado",7,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",44263,41844,42535,43448,44375,45412,48280,49383,49168,50733,54044,54356,55911
 "09000","Connecticut",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",59248,58218,60936,60337,60540,58225,60213,61871,62509,62928,66397,67131,68533
 "10000","Delaware",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43056,42671,42137,44520,44385,44469,44847,47220,47488,48700,50111,49562,51689
 "11000","District of Columbia",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",57755,57030,58562,60571,61194,58508,60512,64234,66604,67495,67019,67542,70040
 "12000","Florida",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",41081,38855,40338,40797,41005,40167,41796,43534,43855,45510,47000,48362,49853
 "13000","Georgia",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",39677,39530,38286,39968,39246,39195,40834,42879,43396,44530,45592,46866,49392
 "15000","Hawaii",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40589,38976,39543,39861,40442,39250,40994,42336,43559,44857,45017,45406,47234
 "16000","Idaho",7,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",36635,34901,36051,36321,37666,38314,39122,40757,41863,41731,44163,44859,48216
 "17000","Illinois",3,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",45973,43052,43416,44225,45667,46425,48260,50813,50656,51026,52594,54008,56482
 "18000","Indiana",3,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40605,39233,39820,41474,42419,42118,42984,45053,45709,46738,46888,47783,50624
 "19000","Iowa",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",46556,44203,43752,46325,47116,46948,47412,50056,49593,50225,50047,50133,52969
 "20000","Kansas",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",48255,45483,44664,47039,48319,48834,48813,49429,49404,50321,50845,52080,54773
 "21000","Kentucky",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",38854,38758,38556,39020,39615,38986,40247,42077,42395,42907,43602,44454,47551
 "22000","Louisiana",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",44038,42714,42643,42445,43564,43413,44480,44592,43558,44609,46385,47319,49483
 "23000","Maine",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40310,40618,41773,42253,42153,41346,43855,44529,45654,45752,46517,47627,50516
 "24000","Maryland",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",48129,46970,48103,48566,49577,48024,48896,50858,52523,53178,53753,54764,56578
 "25000","Massachusetts",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",52013,51653,53019,53736,54958,54819,55464,58562,58267,60107,61173,62786,65853
 "26000","Michigan",3,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",39952,38144,39123,40638,41603,41251,42160,45208,46066,46960,46839,47221,51071
 "27000","Minnesota",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",47537,44355,45675,47449,49078,48414,49448,52075,52354,53464,53021,53969,56696
 "28000","Mississippi",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",36642,36969,36583,36903,37789,37669,37784,38639,38789,39481,40136,40642,43284
 "29000","Missouri",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",44315,42565,41506,42303,43453,42864,43276,45282,46215,46398,47314,47975,50404
 "30000","Montana",7,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",39637,39035,40842,41161,43474,42869,43570,44386,45178,45803,48186,48520,52054
 "31000","Nebraska",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",47352,45909,46412,50469,50348,49850,51551,53583,52217,52708,52371,52741,55891
 "32000","Nevada",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40580,37223,38871,38723,39227,39178,40855,43639,44684,44586,47400,47382,49914
 "33000","New Hampshire",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",45978,46354,47896,49027,50347,49595,50709,52085,52184,53323,55069,56238,58342
 "34000","New Jersey",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",51419,47841,49308,49694,50492,50472,51926,53956,54958,55731,56047,57234,59594
 "35000","New Mexico",6,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",37616,36457,37265,36910,37129,36373,38053,39234,39787,39143,41652,42171,45637
 "36000","New York",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",46042,45241,46614,47253,49009,48855,50362,52126,53277,55943,56992,58244,60936
 "37000","North Carolina",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43187,41678,40145,39982,41635,40082,41367,43210,43431,44485,45404,47131,49396
 "38000","North Dakota",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",50196,47887,50951,55389,60497,58587,60366,57067,55209,55804,56322,57481,60286
 "39000","Ohio",3,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",42244,40730,41270,43373,43902,43831,44894,46935,47219,48291,48585,49079,52758
 "40000","Oklahoma",6,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",45926,42531,42559,44066,45791,46986,48907,47257,44285,45673,47067,48688,49254
 "41000","Oregon",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40221,37635,38140,38598,39255,39400,41441,43335,44619,44886,45029,46202,49485
 "42000","Pennsylvania",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",44702,43451,44653,45918,46972,46901,48400,49769,50854,50719,52760,53615,57030
 "44000","Rhode Island",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43303,42109,44445,45129,46413,44994,46938,47781,48067,49012,49465,50795,53859
 "45000","South Carolina",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",38048,37131,36790,37367,38434,37911,39410,41141,41519,42749,43589,44992,47252
 "46000","South Dakota",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",50811,48225,48808,51868,49844,49877,50954,53420,52838,53430,53068,54055,58414
 "47000","Tennessee",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40418,40368,40411,41251,42063,41735,42657,44487,44530,45601,48362,48596,49955
 "48000","Texas",6,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43473,40765,41609,43979,45119,44884,46593,46510,45399,47368,48738,48987,49945
 "49000","Utah",7,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",36980,33911,34523,35051,36390,36715,38169,40460,41828,41792,44617,45957,49388
 "50000","Vermont",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43091,42763,44049,45630,45941,45718,47780,48206,48908,48684,49684,51003,53726
 "51000","Virginia",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",46769,45756,45793,46958,48164,46385,47368,49040,49909,51452,51600,53400,55333
 "53000","Washington",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",45154,42370,43383,43931,46294,46358,48014,49959,50523,50669,52381,53619,56385
 "54000","West Virginia",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",38053,38838,38368,39454,39849,38822,39454,40061,39827,41659,42851,43867,46130
 "55000","Wisconsin",3,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",44405,43194,43304,44827,45755,45389,46395,48623,48850,49785,50369,51046,53798
 "56000","Wyoming",7,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",55009,48950,50944,53090,55772,54772,57256,57154,53672,55036,59264,59574,60463
 "00000","United States", ,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",10654688.5,10515591.5,10716007.5,10898345.3,11047363.2,11211711.4,11515312.3,11892947.4,12187675.5,12483677.4,12845029.2,13126286.3,12629896.7
 "01000","Alabama",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",154136.2,154251.7,152978.9,154000.3,153964.4,156274.7,158801.9,164127.8,165559.2,170601.0,179311.2,181497.3,177776.9
 "02000","Alaska",8,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",27132.4,27160.9,28769.3,29231.9,30101.0,30479.9,30847.5,31106.5,31276.5,31334.5,32167.8,33234.0,31034.2
 "04000","Arizona",6,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",203225.2,195775.7,203890.8,208613.8,213104.3,215761.2,224210.8,232655.5,237126.1,248540.3,258541.1,265845.6,260537.2
 "05000","Arkansas",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",89781.0,90924.3,90722.8,91681.6,92789.1,93304.1,95551.4,98626.6,100875.9,103635.3,106285.6,107449.0,105340.8
 "06000","California",8,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",1240533.2,1212345.9,1244599.8,1268693.6,1291539.4,1315157.1,1355802.4,1403629.5,1460675.2,1493956.8,1530105.5,1590887.4,1495470.9
 "08000","Colorado",7,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",177563.7,177338.0,182970.1,182772.4,184107.0,189499.1,198894.0,208802.8,219237.0,226426.4,240511.5,243779.7,236760.8
 "09000","Connecticut",1,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",140936.9,137852.0,143715.2,143484.1,144931.2,145260.4,148397.9,151337.9,153123.5,155259.1,162720.9,163830.9,155937.1
 "10000","Delaware",2,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",34665.5,33856.8,34709.2,35504.1,36160.8,36877.9,37067.4,38792.6,39313.9,40189.1,41699.7,42179.2,41186.1
 "11000","District of Columbia",2,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",31291.8,30696.5,31301.8,32139.2,33181.8,33363.9,34214.6,35830.8,37420.6,38818.1,39647.0,41138.9,37471.6
 "12000","Florida",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",666726.3,655278.8,667768.5,679275.7,691302.8,705794.5,733711.4,767136.1,791447.7,813925.6,850008.2,880136.8,846225.4
 "13000","Georgia",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",314573.7,315539.0,311177.6,321061.5,320127.0,328386.8,339990.6,353783.0,363854.3,375159.0,388829.2,399576.1,388721.0
 "15000","Hawaii",8,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",45285.6,44100.3,45523.9,46270.5,47457.9,47315.7,48787.4,49652.2,51013.8,52394.7,54071.2,54728.8,50923.3
 "16000","Idaho",7,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",46620.8,45332.6,47209.9,47252.2,48271.2,49492.4,50586.0,52448.5,55554.7,56948.8,61801.5,62634.6,63865.6
 "17000","Illinois",3,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",457909.1,443338.3,449779.0,453463.0,459574.7,465628.1,478434.8,493497.2,498923.9,502801.0,513045.0,523706.7,495383.1
 "18000","Indiana",3,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",215455.8,212440.9,212945.0,217856.4,221066.0,222831.7,226601.1,234366.3,239991.2,249527.6,251086.1,253292.3,250130.6
 "19000","Iowa",4,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",108837.1,106780.5,106735.7,110461.1,110345.6,110831.8,112384.2,117133.0,118522.7,121372.9,120333.8,120650.0,117417.6
